,1,2,3,4,5,6,7,8,9,10
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.4484584849563643,-1.1310257399783263,0.21550085193682358,0.7035093974778973,0.2400711707898362,-0.09941173068685115,-0.7383957700087449,0.05496284384526534,-0.3260663291790016,0.588265617257355
PC3_PROSTATE,-0.5056322637660928,0.7486790694253336,0.15025553669729175,-0.5437572348719568,0.04196056646045766,-1.081607992525682,-0.005052480043316286,0.4338178662030294,-0.4069491432761953,-0.7462898720171134
SW900_LUNG,-0.27253067466955505,0.5887275357158415,0.19975268045227434,-0.8653959652402629,0.3203885199248073,-0.16258590463271266,0.3141252120318345,-0.5366774230151101,-0.026398563179150236,-0.4276098456652653
NCIH2030_LUNG,-0.24086136545332693,0.042085897611844114,-0.011488284327004966,-0.7177211472698294,-0.016016133692258072,-0.3979985163437871,-0.043978469472501364,0.36046893452655326,0.12030582944629298,-0.524717444229371
PK59_PANCREAS,0.565011526628119,0.549779202790261,-0.20300542182700762,-0.3251466675229935,0.17251029025954545,-0.032992899403774645,-0.11208014710035141,-0.36185717576876464,-0.056655885101139065,-0.4535145345053783
COLO741_SKIN,0.7065663675179222,0.20514312405275217,0.8924591211972935,-0.029677874835999485,-0.888181621904951,-0.3222686524508351,-0.7686066498201327,-0.22589681702926112,-0.5125093642832264,0.4069179994375377
NCIH1355_LUNG,-0.39094030495686316,-0.10347770192607081,0.1817054630155528,-0.1417931286659356,-0.4769490414642603,-0.10892212259824852,-0.13817697430464526,0.135555728268919,0.19235208174618756,-0.9905199406217867
NCIH3255_LUNG,-0.22909848300567814,0.3344975509748901,-0.11556398678777802,-1.614296227343925,1.1498419937135265,-1.262508656515653,-0.48211882634590897,-0.09235469945622204,0.9554059817383898,-0.5720042069628652
OE33_OESOPHAGUS,0.11618215816339456,0.5227811023709701,0.22100639242504053,-0.36927401861662723,1.043738400623562,0.39849525435353883,0.15525471604873703,-0.2932013459675241,0.11572354018242305,-0.28042888378349096
KYSE140_OESOPHAGUS,-0.2192322093447039,-0.10426542943595567,0.11205274445174593,-0.2847234934123728,0.18966379714178994,-0.7744881040622225,-0.37654634989766156,-0.08127444960683904,0.5855479530286561,-0.01597804411042089
MIAPACA2_PANCREAS,0.49115898433122895,-0.3359298938841212,-0.3439143104611448,0.0018153294752372012,0.2266316350090864,0.9090694484119919,-0.5975914592341536,0.17764339661163558,-0.4669076528452196,0.04995525718969269
EFO27_OVARY,0.18343278886689984,0.3279493220151881,-0.001530315971739804,-1.0413607104452465,0.4445294695724168,0.37387727895068457,-0.9761924889777466,0.7118609167681929,-0.5210732698582148,-0.731297782796492
697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.4884767940285153,-1.0013352294528552,0.03619591361837293,1.1211484171132078,-0.23310394303023926,0.3135998718112323,0.6913438416465375,0.5797348618804807,-0.16289100651726163,0.9324080148626904
HCC4006_LUNG,-0.450883673594282,0.27583312733060766,-0.18471235067808503,-1.0843895618750126,0.6294878673112041,-0.4496477112079558,0.31641179201937064,-0.004477755749459925,0.15212110134374113,-0.21698421525443612
MHHES1_BONE,0.38305685845263787,-0.7362645856943053,-0.5163182000393356,0.8572514199106064,-0.3135370122250193,0.3353192301536591,-0.10261269281358767,0.1370058333050923,0.11302105418694675,-0.06444262619740554
HOS_BONE,-0.006387638918618738,0.10132305477994319,-0.30380654469124524,0.5403563026005408,-0.1333726317273344,-0.2909694851211871,-0.13039198645939665,-0.2996760042286783,0.3134622996181401,0.1702316699867636
SKNFI_AUTONOMIC_GANGLIA,-0.5721271703434829,0.16344334605439437,-0.8615225840807619,0.714657933361004,-0.8618389122618859,-0.35065175388907854,0.5866689245024472,-0.4557166738851936,-0.4592359947338307,0.11549192882309608
WM2664_SKIN,0.7049866578282071,-0.479391790896042,1.3449024349854573,-0.18039261096380416,-1.2326613602947325,-0.06534666946965674,-0.709100248878177,-0.06040682083282767,-1.1892051339866043,0.005135887054539179
NCIH2023_LUNG,-0.8638487168814457,0.12268969992047775,0.23909441491336858,-0.2476789052434047,-0.10746617471144879,-0.027598838970573858,0.02344090467262098,-0.22797615833932386,0.5954615196661541,-0.8345579773948468
SCC25_UPPER_AERODIGESTIVE_TRACT,-0.1522607728125419,0.17878263739067934,0.015387105173582438,-0.8505003372650166,0.13583102621384133,-0.9648596808570751,-0.936852687215653,-0.28059259126133707,0.6898081189649196,-0.4179006721720954
EBC1_LUNG,0.22604334880104027,-0.11646729134877658,0.18792061922866016,-0.34956738716913904,-0.1971317234433811,-0.12097468242247876,0.2461062806933298,-0.4906242004267719,0.02909338439422693,-0.06612534505656374
HCT116_LARGE_INTESTINE,0.6589405936776945,-0.5869427099042237,0.26870372060266645,0.10378641219584103,0.19452634354704232,0.8687699532057193,-0.45514877512601626,-0.01234633583860506,-0.06302818292181495,-0.3196550012101137
HS936T_SKIN,0.16968615678540222,0.0017567185390466866,1.3702605570077873,-0.20321113604268531,-1.0830998210266736,0.22783349260403946,-0.7337319555960191,-0.5981575787439619,-0.8784324148261132,0.15084735139134497
1321N1_CENTRAL_NERVOUS_SYSTEM,-0.14959594246443852,-0.1728866879144647,-0.2172164484457711,0.011210330589566359,-0.5427040737510729,-0.34410662273180426,0.3613801891920005,0.3825353679777241,-0.5595716647558197,0.06786628135592943
5637_URINARY_TRACT,0.07220514758082128,0.2449499624485078,-0.25974261088230743,-0.8788090092689557,-0.14418465880873677,0.14170785943526898,-0.7390137408249392,0.5516461262515063,-0.16345053686081923,-0.32304179309915465
MFE280_ENDOMETRIUM,-0.3077141305326019,0.4009088716513312,-0.14644123545368182,-0.08187737142310507,1.173759103661534,-0.7363256119432662,-0.1973867190380592,0.516697922371075,-0.2969332543826147,-0.12207270868854761
HUPT4_PANCREAS,0.7530514937016505,-0.1150934971485007,0.08591068023415827,-0.6264857173870456,0.8439548946096557,-0.471453038469741,-0.15916770668905283,-1.0018134448162743,0.16641877205202515,-0.967242808613375
HEC6_ENDOMETRIUM,-0.5878549437925094,0.4201627995006534,0.03614296409832597,0.2185590052064403,0.46064283892749214,-0.5468945709800443,0.3567490441841473,0.7664283389304117,0.5241792682418077,-0.14674477219563936
NCIH522_LUNG,-0.35688470994007654,0.3412339656048301,-0.359103767183808,0.6021254818126962,0.35014537057433703,0.09975661702174826,-0.4334399769088932,0.792967712528884,-0.5707932831232679,-0.05838452951630825
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.8644800497314138,-1.2962079873965537,0.05762626323345532,0.5332627651060701,-0.03400709420071138,0.5089509154735797,-0.3652107925745426,0.21954279720573058,0.0220371398288791,0.7290928885053843
CHL1_SKIN,0.28396816662658336,0.11165008567457069,0.2393082057763975,-0.2660318541768418,0.11463563406372201,-0.25242830761803037,-0.8587160766291837,0.8880201003667969,-0.06665230847294341,0.4650727290045614
CAL27_UPPER_AERODIGESTIVE_TRACT,-0.1278522036045906,0.4010580149935983,0.4359574057818414,-1.3494429436548543,0.5712631299525581,-0.5774409371333331,-0.721550216861381,0.024599853622384593,0.5989953652855062,-0.5120341764565653
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.4282341313740108,-1.3781199805407425,-0.16497171080499762,0.7555042488718561,-0.09179927395225737,0.3506768608646414,-0.45393516668685197,0.3132580381575626,0.05973392073592559,0.7138066726948319
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,-0.04046851981244687,0.2932817114204806,0.4478800586024462,-0.6971763717392064,-1.093335474840469,0.7807280524001784,-0.48316429009767525,0.3312695982036174,-0.7348609464861324,-0.7026752507458878
HT1080_SOFT_TISSUE,0.4342637033104326,-0.2681694844875826,0.4760642084640254,0.31086940316697886,-0.7502340024907477,0.47449178149944277,-0.5203400665791649,0.10598457912584908,-0.25099834610169364,0.1388483701080465
WM1799_SKIN,0.7380875702456172,0.02321965353526123,1.054501915790706,-0.03117110634123174,-1.31203665525342,0.4723328433037917,-0.4437788512786347,-0.30607340463351923,-0.5765366814990449,0.43934037527819236
YKG1_CENTRAL_NERVOUS_SYSTEM,-0.16210233116489633,0.1436464248846874,-0.3988999811785382,0.08285728136217448,-0.6982748955079171,0.18839704947672728,0.42365357423442546,-0.7794248159487256,-1.2808088283672572,0.3227335032184356
HT1376_URINARY_TRACT,0.14819360335559464,0.6979781236959726,-0.46257265669677855,-0.6970830038998062,0.4208938048781031,-0.4625996193756058,-0.2814862080489585,0.31785985995915245,0.19908448255249322,-0.6135842217450416
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.32530268622164316,-0.6233057603294685,0.3853953200314106,0.9834724217364921,0.18391702038940716,-0.26035263184493085,1.6696053998865872,0.1369605088500181,-0.7039241479358755,0.6315639060796413
OVTOKO_OVARY,-0.9437251561779085,0.16338546499190734,0.4168104396491388,-0.8095966941163317,0.6040677913273712,0.09264214906036561,-0.17181735593777137,0.7784832205088954,-0.5604249704158402,-1.343547387392395
LS411N_LARGE_INTESTINE,0.46184149043857775,-0.39665202602482597,0.5281738760115703,0.15877994843710538,0.26235855587238627,0.6744481969462099,0.1344016467560402,-1.0735849825239323,0.07036951939989605,0.3037864449185458
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.1362873111714697,-1.1835279395496654,-0.3445167014190132,1.24467434289326,-0.12662666853674398,-0.14749352529383628,0.2626005980518594,0.5580177681546368,-0.16186090999850838,0.46918203689257176
LCLC103H_LUNG,0.1350022044491014,0.40834853965775436,-0.2650611280343419,-0.4856268214549141,-0.20019159380731819,-0.37220825251087214,0.8543036058138213,0.2853740588444468,0.07595021720862953,-0.20039107578821838
FU97_STOMACH,0.010245702679220453,0.3718696777035412,-0.17736212898671372,0.46050558568603184,0.08721104902105811,0.20028571346005486,-0.2765076915666308,0.015276243083108598,0.0161513427790424,-0.17850243209898373
TOV112D_OVARY,-0.22765163231791852,-0.1431849667782371,-0.030180932632464658,0.5756778700648483,0.007234612035797422,0.6931435379031852,-0.04543580036445247,0.2302314529837225,-0.3554665289031631,0.4741480003234951
PSN1_PANCREAS,0.5050522633552703,0.222135629277169,0.4563848083300342,-0.27112113014823686,-0.2613160719901382,0.9967922318398048,-0.374080018640631,-0.21279233511177853,-1.0787948944150827,0.05696126593683114
SW1353_BONE,-1.3833264291293619,0.013099824505437278,0.019579122615949074,-0.06686319706376755,-0.7499467022154452,-0.33352257916176836,0.6354598790546384,-0.2296400985290382,-0.11869454276847335,-0.4774850722938235
SW1990_PANCREAS,0.31484458528414294,0.12787183861408985,0.04705862449797593,-0.4540777320086176,0.37139113865153917,0.11050915137153378,-0.027431825226239204,0.13368252127471258,-0.6740111451265548,-0.5337485162003146
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-0.28953202517020604,-0.2625402256304248,-0.03698407491468236,0.8004870956325445,-0.07227260499678291,0.2118996469358379,1.0736545851001464,0.2926929250968674,-0.58752719487223,1.137006450105992
EFO21_OVARY,0.05635474467649662,0.8804550123024505,-0.21005224547877233,-0.45196925302332636,0.45376230200669754,-0.37306027540126435,0.24309674040844717,-0.13936703790390345,-0.7595052167763152,-0.15876782158862668
EN_ENDOMETRIUM,-0.6957945047361846,0.14148510330153585,-0.6998125477598337,0.31426765442436866,0.33921428568068196,0.009904957222398744,0.2506089861941094,-0.23925472816415178,-0.7341264679318651,0.13935207700855917
COLO201_LARGE_INTESTINE,0.7614436437248342,0.10733056027672941,0.5000706963565529,-0.4504326616543825,-0.43199696696305195,0.4489496254452823,-0.5573439618301843,-0.9548051036977534,-0.5143139646962546,-0.23040273354568294
HS229T_LUNG,-0.7329043672814984,-0.6702027507911875,-0.5257267181186682,-0.06244483852680278,-0.7192139352144795,0.10091677847897967,0.03451455562283609,-0.2774346576094539,-0.3922104187057522,-0.49268462360193566
NCIH1048_LUNG,-0.6490734724015319,-0.10700048844004417,-0.16592511861364,1.0077533806122423,0.2704676995138184,-0.19470164637578508,-0.1325685752156735,0.0008005820220428617,-0.33208716572471314,0.06522724710719009
